AVzAZOUlmhia5XS5OxXx	I ' m at Yuri Restaurante in Sao Paulo , São Paulo https://t.co/4SegFrx4IU 	 Nao
AVzAZvG7mhia5XS5PVp7	Brasil botons boton pins crachas ( 31 ) 3032-8355 #Botons # BH Sao Paulo https://t.co/zvWlnAF1x5 ( 11 ) 2877-8408 Bot … https://t.co/fvmunvGJWe 	 Nao
AVzAYiJ8mhia5XS5OAdx	Vagas p / Jovem Aprendiz - Shopping Iguatemi - SP - Zara Brasil - São Paulo / SP - https://t.co/PFSYbPMOcu 	 Nao
AVzAZD7Tmhia5XS5Omjz	Jonas Blue feat . Dakota - Fast car ( Radio Edit ) 🎶 🎵 🎧 ( @ Rua Paulo Nunes Félix in São Paulo ) https://t.co/wDPyP2LcdA 	 Nao
AVzAZOipmhia5XS5OxsJ	Pelo São Paulo e com o São Paulo ! Sempre . 	 Sim
AVzAYZhxmhia5XS5N2ed	Visiting Movile ( @ EZ Towers in São Paulo ) https://t.co/2jAg6Unpqh 	 Nao
AVzAYXOMmhia5XS5NzXM	Hoje tem São Paulo ❤ ⚪ ⚫ 	 Sim
AVzAZhG-mhia5XS5PGrZ	@biebersmaniacom Sao Paulo PromoJBShopBMBR #Beliebers #BestFanArmy #IHeartAwards 	 Nao
AVzAZ_10mhia5XS5PqXk	@folha ué , nada fora do normal em se tratando de policiamento em São Paulo . 	 Nao
AVzAZ1WOmhia5XS5Pd6N	São Paulo memorável | UOL CarnaUOL https://t.co/yzpEyiJHyD 	 Nao
AVzAYlFMmhia5XS5ODGI	Só vou pra São Paulo levar Isabella , se eu for sozinho , se não for assim eu nem vou 	 Nao
AVzAZk6kmhia5XS5PKNL	Vaga de Empregada Doméstica em Boaçava , São Paulo - 48223 https://t.co/AlSHp780WJ Candidate - se agora #vagadeemprego #emprego 	 Nao
AVzAaUcMmhia5XS5QBv-	🏆 CAMPEONATO PAULISTA - 5ª RODADA 10 ' / 2º : São Paulo 2x1 São Bento 🔃 Substituição no São Bento 🔻 Sai : Guilherme Queiroz 🔺 Entra : Magrão 	 Sim
AVzAZmeNmhia5XS5PMB-	Show do Bruno e Marrone em são Paulo bem na semana que eu vou estar lá ..... 	 Nao
AVzAZByPmhia5XS5Oj-7	@thalitameneghim e em são paulo ?? em meu chero ?? 	 Nao
AVzAZ-84mhia5XS5PpIT	#bomdiafoxquinta copa do brasil é do sao paulo 	 Sim
AVzAZlwpmhia5XS5PLV5	@SaoPauloFC 6x5 São Paulo 😍 	 Sim
AVzAZzB0mhia5XS5Pa1S	I ' m at Universidade Nove de Julho - Bloco D in São Paulo , SP https://t.co/JTS1yoqjjk 	 Nao
AVzAaPIbmhia5XS5P6_X	Faça a diferença ! @ São Paulo , Brazil https://t.co/JeAopxLtm1 	 Nao
AVzAYz-Jmhia5XS5OVS_	Tite não convocou Rodrigo caio porque a defesa do São Paulo é a pior do brasil 	 Sim
AVzAYY47mhia5XS5N1mW	Thiago Mendes defende goleiros no São Paulo : " passam a mesma segurança " https://t.co/fpSmkqdWFz 	 Sim
AVzAaAFLmhia5XS5Pqn9	@EricTomas1 Eu to pretendendo ir pra são Paulo ver dnsndmsms & lt ; 3 	 Nao
AVzAZP_xmhia5XS5Ozlr	@T3ddyInfo que dia e que mês vai ser em São Paulo ? 	 Nao
AVzAZisMmhia5XS5PIuV	Vagas p / Gerência Executiva de Inovação , Sustenta - GRUPO SEGURADOR BANCO DO BRASIL E MAPFRE - São Paulo / SP - https://t.co/sja6tPrgC7 	 Nao
AVzAaL6Xmhia5XS5P3Mq	Gostei de um vídeo @YouTube de @supercombo https://t.co/AneAzVVgze Jovem - Ao Vivo em São Paulo 	 Nao
AVzAYRqtmhia5XS5NtaO	São Paulo , temperatura mmaravilhosa . Oh cidade danada de boa . 	 Nao
AVzAZm3kmhia5XS5PMjz	Rodrigo Caio volta , mas São Paulo perde Sidão para jogo contra o ABC : O São Paulo treinou … https://t.co/U0UKO6ugI8 	 Sim
AVzAZo7jmhia5XS5PPLv	❤ ❤ ❤ ❤ ⚡ São Paulo vai vencendo o Santo André https://t.co/UFk4WVP80L 	 Sim
AVzAZvjPmhia5XS5PWPn	Agora vem o maior do mundo , vamos meu São Paulo 👊 	 Sim
AVzAYQ1bmhia5XS5NsWR	#emprego CONSULTOR IMOBILIÁRIO – SEM EXPERIÊNCIA - https://t.co/AT2aZFO0G5 - #São Paulo 	 Nao
AVzAZKX1mhia5XS5OtP-	Uber tá vindo de são Paulo , não é possível q demora do caralho 	 Nao
AVzAYa5Umhia5XS5N4PL	Show do MAR ABERTO em São Paulo ( 25 / 03 ) na Jai Club : https://t.co/m3sx4eWmnn via @YouTube 	 Nao
AVzAZWZwmhia5XS5O6EG	@bbrunamenezes do jeito que o são paulo tá e capaz dele fazer uns 2 gol kkk 	 Sim
AVzAYVcMmhia5XS5NxFE	São Paulo 3 x 1 ABC - Melhores Momentos https://t.co/UQHHVzGvx6 via @YouTube 	 Sim
AVzAYcfemhia5XS5N5Ru	I ' m at Escape - @redemeuescape in Jandira , São Paulo https://t.co/LiTkQjaPcU 	 Nao
AVzAYhC4mhia5XS5N_Ft	Geovanna Becker #SP Mais belas acompanhantes de São Paulo , pimentinha da revista sexy .. https://t.co/xj8dkR3Ivh https://t.co/KJLX5QHqFe 	 Nao
AVzAY2J4mhia5XS5OXNz	Vagas p / Agente de Vendas ( Benefícios ) - Teleperformance - São Paulo / SP - https://t.co/NWnXKS4GBS 	 Nao
AVzAZ0gDmhia5XS5PcuB	O São Paulo é único time a jogar com 12 . Rogério Ceni eu te venero 	 Sim
AVzAYvlDmhia5XS5OPoH	I ' m at Barão de Jundiaí in São Paulo , SP https://t.co/rVScaETxqv 	 Nao
AVzAZft5mhia5XS5PE4W	Com gols de Marcinho e Leandro Camilo , Brasil supera São Paulo na Baixada - https://t.co/rSsbWkreS2 	 Nao
AVzAYi_Ymhia5XS5OBmF	Charlles Robert curte semana de moda em São Paulo https://t.co/Op5xIU2PBB https://t.co/t6nSjkmmxk 	 Nao
AVzAZNrxmhia5XS5Ow1d	Parkway Panamby - Apartamento - São Paulo , SP https://t.co/XwQ3KNV1tW 	 Nao
AVzAaFIvmhia5XS5PvlU	Bom dia São Paulo ... Bom dia Exemplo de Gestão ! https://t.co/GllLd9tjjx 	 Nao
AVzAYttImhia5XS5ONOd	o rio de janeiro tinha que parar todos os meios de transporte público tb , que nem são paulo que vão paralisar acho que ônibus e metrô 	 Nao
AVzAYx7Amhia5XS5OSng	Só sei que hoje tem jogo da quarta força de São Paulo , que já está classificada diga - se de passagem , hoje é dia de Corinthians 	 Sim
AVzAZMLPmhia5XS5OvUj	Gostei de um vídeo @YouTube de @desimpedidos https://t.co/28NeT93X5P NEILTON - BOLÍVIA TALK SHOW #43 - SÃO PAULO 	 Nao
AVzAZwSymhia5XS5PXPC	eu tento todos os dias mas eu não caibo em qualquer lugar que seja menor que são paulo 	 Nao
AVzAaD89mhia5XS5Pt-P	Depois de ver o lixo do real empatando , vamos ver o São Paulo 🔴 ⚪ ️ ⚫ ️ #VamosSãoPaulo 	 Sim
AVzAZDG2mhia5XS5OliI	VAMOS SAO PAULO 	 Sim
AVzAYg7omhia5XS5N_BN	I ' m at @GaleriadoRock in São Paulo , SP https://t.co/nYtkR9E65i 	 Nao
AVzAZB3tmhia5XS5OkJP	Site do diretório municipal do PT de São Paulo é invadido por hackers https://t.co/ZMWriF8vRz by #g1 via @c0nvey https://t.co/nveHfQicA0 	 Nao
AVzAYGOumhia5XS5NgBN	eu tenho tanta inveja de quem mora em são paulo capital mano 	 Nao
AVzAaXPzmhia5XS5QD7_	Gostei de um vídeo @YouTube https://t.co/8tiJmfA9psão Paulo 3 x 2 São Bento - Melhores Momentos & amp ; Gols - Campeonato Paulista 2017 	 Sim
AVzAZGApmhia5XS5OpT7	Horas pois O são Paulo enfrentou um doido e o torcedor do tricolor diz que o vasco teve sorte . Fabuloso vai te pegar 	 Sim
AVzAZc2amhia5XS5PBEa	@Esp_Interativo Rogério cine lógico um cara que vivi São Paulo . o zico ta nem ai pro Fla !! 	 Sim
AVzAaVdWmhia5XS5QCIK	Gilberto comenta ‘ excesso ’ de gols sofridos pelo São Paulo : “ Temos de buscar equilíbrio ” https://t.co/B3UhBT97PR https://t.co/rb3GkhktNE 	 Sim
AVzAaDStmhia5XS5PtJy	Dia 17 ADEUS SÃO PAULO 	 Nao
AVzAZp9vmhia5XS5PQf_	Hora de viajar o mundo de volta ! : D ( @ Estação Grajaú ( CPTM ) - @cptm_oficial in São Paulo , SP ) https://t.co/pnDpIc82Ss 	 Nao
AVzAZChJmhia5XS5Ok3x	Acadêmicos do Tatuapé é sagrada campeã do Carnaval de São Paulo https://t.co/zLXOdB3VjR 	 Nao
AVzAZGUGmhia5XS5OpsD	Hello ARMYSS ...!!!! Quero saber quem vai no show do BTS em São Paulo dia 19 e 20 de março ??? EU VOUU & lt ; 3 & lt ; 3 😍 😍 😍 😍 BJUSS ... Galerinha 	 Nao
AVzAZFTPmhia5XS5OocD	Todos na piscina esperando você . #festadeck #agora #tivolimofarrej @ Tivoli Mofarrej - São Paulo https://t.co/Ii8MrhS6Lv 	 Nao
AVzAY8uWmhia5XS5Ofa-	🏟 ️ Jogo 04 - #SPFC X Santo André São Paulo quando joga eu sempre vou 🎵 #sãopaulofc … https://t.co/54g6VVEf0N 	 Sim
AVzAYdohmhia5XS5N6w6	Giovanna , @lila_da , ( @ Igreja Sto Emídio in São Paulo , SP ) https://t.co/iy21Rl2eBD 	 Nao
AVzAZhLqmhia5XS5PGv2	O que as empresas ganham doando produtos para as ações de João Dória em São Paulo ? https://t.co/i4nxjpjTbV via @implicante_org 	 Nao
AVzAZ8Ogmhia5XS5Plbz	Vagas p / Analista de Inteligência Comercial - Hiring - São Paulo / SP - https://t.co/dLOAwqN9Mm 	 Nao
AVzAZzq9mhia5XS5PboF	minha vai pra são paulo e deveria me levar 	 Nao
AVzAYH0Gmhia5XS5NiF1	Meu amigo @olimpio_paulo , te gosto muito viu . 😍 😘 🐩 🐾 🤗 🙋 👏 @ São Paulo , Brazil https://t.co/JvbwBBQcVy 	 Nao
AVzAZU_hmhia5XS5O4QD	Copa do Brasil é o único título que o São Paulo não tem por culpa única e exclusiva do Axel . 	 Sim
AVzAY0rcmhia5XS5OWPm	Dani Alves diz que ainda quer vestir camisa do São Paulo e voltar ao Bahia https://t.co/Y0lO5EMviI 	 Sim
AVzAaG72mhia5XS5PyCk	Tropical FM prepara novo estúdio em São Paulo & gt ; & gt ; & gt ; https://t.co/aY7nILwUUU 	 Nao
AVzAYvYgmhia5XS5OPUp	PQP São Paulo . MATANZA NO TEATRO MARS EM SÃO PAULO NO MATANZA BEER FEST . #matanza #Matanza @ … https://t.co/fycGpqD0xO 	 Nao
AVzAYGqAmhia5XS5NgcU	Ursao da porraaa ..... Hahahahaha #bear #beard #tattoos @ São Paulo , Brazil https://t.co/UIUsj7Dg05 	 Nao
AVzAYqOimhia5XS5OJun	I ' m at Toka do Acai in São Paulo https://t.co/dmzq2q3YTO 	 Nao
AVzAYr40mhia5XS5OL7a	A manhã desta terça - feira ( 14 ) está terminando com céu com muitas nuvens e sem registro de chuvas em São Paulo , ... https://t.co/sYv9E4z1KC 	 Nao
AVzAYoE6mhia5XS5OHA6	JornalOGlobo : Stylist que deu golpe em famosas de São Paulo começa a agir no Rio . https://t.co/cft7yOQWLb https://t.co/AXteVVotF5 : … 	 Nao
AVzAYpxMmhia5XS5OJJC	@taequiIa @imsuchasinner @drawmuky @tstarduts eu tô cansada de são paulo meninas , depois do show tô indo morar na coreia 	 Nao
AVzAYv1_mhia5XS5OP8_	Cristovam lança “ Mediterrâneos Invisíveis ” hoje em São Paulo - @PPS23 https://t.co/Xsh5oEy18u 	 Nao
AVzAZQzYmhia5XS5O0rj	Todos outros grandes de São Paulo investiram alto . Timão , em crise , tenta armar equipe competitiva.Por isso , está sendo perseguido pela CBF . 	 Nao
AVzAZ5mPmhia5XS5Ph1g	Hoje tem São Paulo 	 Sim
AVzAaSirmhia5XS5P_YR	E após 4 anos e 5 meses , já não existe mais a Bradesco Esportes FM do Rio de Janeiro , cujo fim em relação à de São Paulo foi antecipado . 	 Nao
AVzAYJ_Umhia5XS5Njxv	Dá gosto de ver esse time do São Paulo ... Um pouquinho mais de capricho na defesa e vai ter triplete esse ano ... #CopaDoBrasilFOXSports 	 Sim
AVzAZtTnmhia5XS5PUsx	E a campeã de São Paulo é a Acadêmicos do Tatuapé . Primeiro título da escola , e ganhando nos milésimos . 	 Nao
AVzAYVLcmhia5XS5Nwxf	Just posted a photo @ São Paulo , Brazil https://t.co/0iRxXtUbgR 	 Nao
AVzAZ_1zmhia5XS5PqSw	Tava vendo aqui no futpédia e : Palmeiras e Santos são fregueses do São Paulo 	 Sim
AVzAYODdmhia5XS5Notd	I ' m at Praça Coronel Fernando Prestes in São Paulo , SP https://t.co/dU9ndM1Kb3 	 Nao
AVzAZ7YWmhia5XS5PkR9	Um novo polo do Carnaval ? : Participação de turistas em blocos de São Paulo triplicou , diz prefeitura : https://t.co/VO7XSaWVYl 	 Nao
AVzAZ1Qrmhia5XS5PduG	J ' ai ajouté une vidéo à une playlist @YouTube - Jefferson Moraes - Um Centímetro - Feat Jorge & amp ; Mateus DVD Start In São Paulo ( Vídeo 	 Nao
AVzAZ8kXmhia5XS5Pl-Y	Vagas p / Coordenador de Projeto - Search Consultoria em Recursos Humanos - São Paulo / SP - https://t.co/mwWo21yKIq 	 Nao
AVzAYaFbmhia5XS5N3KO	Governors of São Paulo , Rio de Janeiro , Minas Gerais & amp ; Paraná said to have been included in Brazil prosecutor Rodrigo Janot list of probes 	 Nao
AVzAZL5amhia5XS5OvDN	@Galao_milgrau @Oledobrasil pra ser copeiro precisa de copa do Brasil ? São Paulo tem 12 títulos internacionais !!! O maior vencedor do Brasil 	 Sim
AVzAYttHmhia5XS5ONJ3	Clezar recebe convite para o quali do Brasil Open 20/02/2017 São Paulo ( SP ) - O gaúcho Guilherme Clezar é o ... https://t.co/b532v4hgpy 	 Nao
AVzAaHr1mhia5XS5Py72	PICHADOR DETIDA EM SÃO PAULO ERA SUPLENTE DE VEREADOR DO ... PT ! 	 Nao
AVzAYIL7mhia5XS5Nij8	Em São Paulo só tem moças ... https://t.co/eGxfwbWKyM 	 Nao
AVzAaH0Imhia5XS5PzFU	Café da manhã diferente e com uma vista maravilhosa . ( @ Da Franco in Santos , São Paulo ) https://t.co/sd1XHomGMW https://t.co/GiKQ0P9Ivg 	 Nao
AVzAYa0omhia5XS5N4ME	Analise da Vitoria do São Paulo - PSTC 2 X 4 São Paulo Hat - Trick do Cicero ! https://t.co/tli4qxKjrq 	 Sim
AVzAaKimmhia5XS5P2o5	Quase gol dos caras . Zaga do São Paulo se perde muito , tanto bola aérea quanto no chão 	 Sim
AVzAZS62mhia5XS5O18n	só quer paz ... 😎 #buenas @ Mauá , São Paulo https://t.co/K8Mtj4xNng 	 Nao
AVzAZIikmhia5XS5OrMs	São Paulo disparado ... #SemClubismo https://t.co/IsoKaPuNVv 	 Sim
AVzAYUP8mhia5XS5Nvew	Mimozinho gostosura da piraque #supercute #capi @ São Paulo , Brazil https://t.co/lTHluQOpM8 	 Nao
AVzAZNrwmhia5XS5Owwd	#boatardefox Borja tá escrito no Paulista e a zaga do São Paulo já está tendo pesadelos com ele kkkkk 	 Sim
AVzAZ3semhia5XS5Pf2W	#bateboladebate SAO PAULO do tecnico rogerio ceni ira marcar historia pela quantidade de goll marcado320 gol no ano ... 	 Sim
AVzAYLH9mhia5XS5NlQQ	eu só quero que meu pai chegue em sao paulo logo pra eu contar pra ele e ele dizer oque acha e tudo mais 	 Nao
AVzAZFuJmhia5XS5Oo_B	Em que ano eu vou conseguir abraçar os meus amigos virtuais de São Paulo ? Porque assim , este mês faz 4 anos que conheço o Mike , ta dificil 	 Nao
AVzAZBPimhia5XS5OjOf	Just posted a photo @ São Paulo , Brazil https://t.co/QRC8huUskK 	 Nao
AVzAY7Pumhia5XS5OdmZ	Está acabando o carnaval 2017 . @ São Paulo , Brazil https://t.co/Pke98dYibf 	 Nao
AVzAaaksmhia5XS5QIM0	UI ( @ Assaí Atacadista in São Paulo , SP ) https://t.co/Eh0sxI8ocO 	 Nao
AVzAZyKsmhia5XS5PZqr	Tradição italiana faz sucesso no carnaval no interior de São Paulo https://t.co/hj7w91Jwv7 	 Nao
AVzAYPpdmhia5XS5NqsR	São Bernardo eh tão recalcado de São Paulo q quer paralisar td tb olha eu n sei n 	 Nao
AVzAYf-rmhia5XS5N9zk	se sentindo festivo em Rua Augusta - São Paulo https://t.co/dz3S6lAHsC 	 Nao
AVzAYJC9mhia5XS5NjPd	Seria bom se o São Paulo fizesse pelo menos uns 3x0 	 Sim
AVzAaMTjmhia5XS5P3uF	I ' m at Paraíso - @sp_prefeitura in São Paulo , SP https://t.co/NS5oitX6mX 	 Nao
AVzAYZJ7mhia5XS5N2AZ	Terra #Flu - Ummagumma The Brazilian Pink Floyd em São Paulo https://t.co/bsuimEcuVP 	 Nao
AVzAZRHXmhia5XS5O1F7	Encomenda de amanhã ... @ Santa Isabel , Sao Paulo https://t.co/YBo4DimJ5Q 	 Nao
AVzAY7E6mhia5XS5OdcT	VAMOS SÃO PAULO !... 🇾 🇪 https://t.co/YSV5Aj4jNi 	 Sim
AVzAYOcLmhia5XS5NpIP	Reinaldo Azevedo & amp ; O Foro de São Paulo : Mais Um Exercício de Desonestidade Intelectual https://t.co/4k7E8vsnQ3 	 Nao
AVzAZU_imhia5XS5O4T_	Tá impossível assistir a bela e a fera não saiam de casa nesse domingo de São paulo 	 Nao
AVzAYu1_mhia5XS5OOli	Quem é de São Paulo ? 	 Nao
AVzAZUoumhia5XS5O3vG	@Footstats Cruzeiro e Atlético MG . Palmeiras . Flamengo . São Paulo . 	 Sim
AVzAZft4mhia5XS5PE2W	@olobersyko Cadê a loja dá Drop em São Paulo amorzao cadê hein ? 	 Nao
AVzAaaQCmhia5XS5QH3l	I ' m at Bloco Domingo Ela Não Vai in São Paulo https://t.co/1SCKAofkEE 	 Nao
AVzAZx6xmhia5XS5PZTM	Com paciência ... bom dia !!! @ São Paulo , Brazil https://t.co/TLg4MOEVtH 	 Nao
AVzAYmQPmhia5XS5OEnA	1º homem de meio campo , mais " marcador " , já jogou no Arsenal , no São Paulo e no Cruzeiro . Estava no Al Wadda https://t.co/HB17LJViXV 	 Sim
AVzAZyzkmhia5XS5Pan9	@bslvra São paulo em 2020 não terá eleições , vai ser um processo seletivo pra escolher o próximo CEO da cidade 	 Nao
AVzAYc3amhia5XS5N5tY	Carai , Sao Paulo faz gol dmssss 	 Sim
AVzAY43vmhia5XS5Oal_	@RafaelCisco Dênis já deu o que tinha que dar , o São Paulo deveria emprestar ele pra algum time 	 Sim
AVzAZsL_mhia5XS5PTZu	Ainda me encontro em São paulo , ainda contínuo linda e maravilhosa e com vontade de vc 	 Nao
AVzAaQv9mhia5XS5P9It	Vaga para São Paulo - SP : TELEVENDAS ESPAÇOS PUBLICITÁRIOS INTERNET SEGUNDA A SEXTA https://t.co/dHJbQmTsju 	 Nao
AVzAYUh9mhia5XS5Nv7h	Tiroteio no McDonald ' s da Rebouças com Henrique Schaumann deixa 1 morto em São Paulo . 	 Nao
AVzAY0rbmhia5XS5OWLM	Eu estou saindo de NY , indo para São Paulo . 	 Nao
AVzAYWr-mhia5XS5Nytw	Quero ir pra São Paulo de novo 	 Nao
AVzAYhdemhia5XS5N_lj	São Paulo x São Bento - Campeonato Paulista 2017-2017 - Ao vivo - https://t.co/kR6dTJ4MHn #tr https://t.co/9tVFwrhKL0 	 Sim
AVzAZlL1mhia5XS5PKhG	Realmente tem um um de boiola e maria sapatão em São Paulo . https://t.co/HIt3e7Mbjb 	 Nao
AVzAYMF3mhia5XS5NmF_	I ' m at King Coco in São Paulo , SP https://t.co/fHjWYu4nJo 	 Nao
AVzAYu2Bmhia5XS5OOsb	São Paulo tem mutirão de saúde de hoje até o próximo sábado https://t.co/GEbdyZERQN 	 Nao
AVzAY20rmhia5XS5OYDL	são paulo , minas gerais e rio de janeiro , me aguardem 	 Nao
AVzAYZtrmhia5XS5N2q4	A sorte do dia é que hoje tem São Paulo #AvanteMeuTricolor 	 Sim
AVzAYGjAmhia5XS5NgWb	@bandjogoaberto @UOL 4x1 São Paulo e nois Wellington de posselandia Goiás 	 Sim
AVzAaD4Amhia5XS5Pt0k	Just posted a photo @ Presidente Prudente , São Paulo https://t.co/pvW0SS8Vkc 	 Nao
AVzAZtfrmhia5XS5PU-d	São Paulo terá sábado com 43 blocos e trânsito pesado na estradas https://t.co/bplswm27q7 	 Nao
AVzAYzoNmhia5XS5OU6D	daqui a pouco eu já vou embarcar pra São Paulo e depois pra porto alegre 	 Nao
AVzAYYfBmhia5XS5N1IB	I ' m at Padaria Gêmel in São Paulo , SP https://t.co/YE79AG6hyY 	 Nao
AVzAY3fUmhia5XS5OY7S	I ' m at Msg Comunicação in São Paulo https://t.co/9RSdCG57oy 	 Nao
AVzAYed4mhia5XS5N74_	Próxima fase o mais querido vai enfrentar o São Paulo 	 Sim
AVzAYXCbmhia5XS5NzNI	Sorveteria em São Paulo lança Café na Casquinha https://t.co/OCe4ByBK86 https://t.co/Bwy4XoC6OO 	 Nao
AVzAZokZmhia5XS5POsd	Just posted a photo @ Caraguatatuba , Sao Paulo , Brazil https://t.co/emlFbU2dRv 	 Nao
AVzAaTmumhia5XS5QAxS	São Paulo https://t.co/1hIuKlTSlh 	 Nao
AVzAYV8Mmhia5XS5NxtM	Kaká diz que gostaria de voltar ao São Paulo para ser treinado por Ceni https://t.co/HoQOlDsbaJ Mais informação no … https://t.co/l8aOU54Ew8 	 Sim
AVzAY3A9mhia5XS5OYOW	Carnaval parte 2 👊 🔥 💜 — viajando para Sao Paulo de Aeroporto Internacional de Belo Horizonte - Confins https://t.co/EeUPgC5y3v 	 Nao
AVzAYO4ymhia5XS5Np0d	Pratto treina de máscara no São Paulo : o Gladiador que você respeita ; fotos https://t.co/7sv40nsCgf 	 Sim
AVzAZ_Bgmhia5XS5PpQq	Último dia de " férias " e comemorando 1.5 ano com o amô !! ❤ 😍 ( @ Picanha Grill in São Paulo , SP w / @carol_volpe ) https://t.co/dyDnCrouZY 	 Nao
AVzAZxmsmhia5XS5PY_R	@diguinhocoruja o goleiro do São Paulo é o Renan Ribeiro , a merda é que ele tá lesionado . Pq o Sidão é outra tristeza e ainda tem a zaga 	 Sim
AVzAaQYemhia5XS5P8mb	É amanhã !!! 🎶 🙏 Nossa querida apresentadora Claudete Troiano estará desfilando na @eusouvilamaria em São Paulo .... https://t.co/CLC512Ri3I 	 Nao
AVzAYQGOmhia5XS5NrWf	O viado do meu pai ta em São Paulo que raivaaaaa 	 Nao
AVzAZU67mhia5XS5O4Lk	estoy em São Paulo , na igreja ainda 	 Nao
AVzAaExemhia5XS5PvBF	HOJE TEM SAO PAULO E SÓ ISSO QUE IMPORTA 	 Sim
AVzAZxEdmhia5XS5PYOr	I ' m at Jardim Monte Verde in Sao Paulo , são Paulo https://t.co/hmVY4SZVBR 	 Nao
AVzAaHm3mhia5XS5Py28	I ' m at Grajaú in São Paulo , SP w / @julyosouzza https://t.co/26XwS7CwW8 	 Nao
AVzAYq5Dmhia5XS5OKqH	Vagas p / KEY ACCOUNT MANAGER - Usina Fortaleza / Bostik Brasil - São Paulo / SP - https://t.co/LuRWgjBggS 	 Nao
AVzAYaWsmhia5XS5N3g3	Mds são paulo tava um puta calor e começa a chover pra caramba do nada , é meus amigos bem vindo a sp vc é novo aqui , as vezes eu tbm 	 Nao
AVzAYGBfmhia5XS5Nfuo	Indubitavelmente o time do São Paulo tem o dedo do Rogério . #decoberturadenovo 	 Sim
AVzAaH60mhia5XS5PzPz	Cheguei em São Paulo 	 Nao
AVzAY9lAmhia5XS5OgAB	I ' m at Estação Palmeiras - Barra Funda ( CPTM ) - @cptm_oficial in São Paulo , SP https://t.co/2q19Vhbr1S 	 Nao
AVzAaMsNmhia5XS5P4Kw	Primeiro debate do Diretório Estadual do Partido dos Trabalhadores de São Paulo foi realizado e contribuiu na ... https://t.co/hifIz4kwFI 	 Nao
AVzAZjjVmhia5XS5PJ0N	meu coração foi p são paulo junto com o leonardo 	 Nao
AVzAYZVLmhia5XS5N2NV	I ' m at Cantina da Picanha in Ribeirão Preto , São Paulo https://t.co/Jye8NUTZFP 	 Nao
AVzAYQwmmhia5XS5NsQN	0000 HOJE TEM SÃO PAULO HOJE TEM MORUMBI SÁBADO PERFEITO 🔴 ⚪ ⚫ 	 Sim
AVzAZTuzmhia5XS5O3AZ	Confira o treino do São Paulo https://t.co/tSe0WTFLoa 	 Sim
AVzAaMy3mhia5XS5P4U1	Just posted a photo @ Santos , Sao Paulo , Brazil https://t.co/x0x7apPnT7 	 Nao
AVzAYO0Hmhia5XS5NpqD	sao paulo so gente normal 	 Nao
AVzAZAZwmhia5XS5OiUS	E eu falei quero ganhar um ingresso para ir ao Morumbi assistir São Paulo X galinhada 	 Sim
AVzAYIFdmhia5XS5NicW	A cada morte de LGBT , ONG notificará Temer , Maia , Eunício e Cármen Lúcia - Guia Gay São Paulo https://t.co/Tki45Yg6p3 	 Nao
AVzAZMommhia5XS5Ov4y	Eletricista de Instalações – ABADE ARQUITETURA – São Paulo , SP https://t.co/SIQ4nK2Tb3 	 Nao
AVzAYaopmhia5XS5N349	Brasil botons boton pins crachas ( 31 ) 3032-8355 #Botons # BH Sao Paulo https://t.co/o8mFBSDDva ( 11 ) 2877-8408 Bot … https://t.co/q06GEMV5DY 	 Nao
AVzAYgEfmhia5XS5N950	Palmeiras dando uma sacudida no São Paulo KKKKKKKKKKKK 	 Sim
AVzAZJOCmhia5XS5OsEG	Sou colorado , mas já estou quase torcendo para o São Paulo . 😱 😱 	 Sim
AVzAYed4mhia5XS5N73A	Incrível : São Paulo de Ceni leva sufoco de todo mundo ! https://t.co/60ahybyCLn 	 Sim
AVzAYJL-mhia5XS5NjZP	Vaga para São Paulo - SP : TLMK ATIVO ESPECIALISTAS EM PRODUTOS BANCÁRIOS CENTRO SP https://t.co/WZAeeG4dba 	 Nao
AVzAZjq7mhia5XS5PKAg	@BLOGDOMENON normal é o Vampeta chamar a torcida do São Paulo de bambi 	 Sim
AVzAY76Bmhia5XS5OefD	Milton Cruz tá processando o São Paulo . https://t.co/Z1Ax9xXplS 	 Sim
AVzAYaQemhia5XS5N3f9	DESEMPREGADO NÃO PODE TRABALHAR EM SÃO PAULO : https://t.co/p8dHQfcCfQ via @YouTube 	 Nao
AVzAab2xmhia5XS5QJy3	I ' m at Doce Mel in Sao Paulo , São Paulo https://t.co/T3VcvW8tk4 	 Nao
AVzAZXHHmhia5XS5O7DL	Sao Paulo vai pra classico com Denis no gol . Pqp 	 Sim
AVzAaaktmhia5XS5QIQP	BOM DIA SAO PAULO SAMBA KEFERA 	 Nao
AVzAZU0-mhia5XS5O3-L	Restaurantes em São Paulo para ir com Crianças - Eu Viajo com Filhos https://t.co/DIm333G3qc 	 Nao
AVzAabdmmhia5XS5QJSA	I ' m at Grajaú in São Paulo , SP https://t.co/EADpRUWafy 	 Nao
AVzAZMRwmhia5XS5Ovfs	VÍDEO : 3º Gol de Cícero - PSTC 2 x 4 São Paulo - Copa do Brasil #SPFC - https://t.co/uBhil3lhdt 	 Sim
AVzAZzGWmhia5XS5Pa4D	Vendedor - São Paulo , SP https://t.co/XP8uhW9gJL #emprego #oportunidade #vaga 	 Nao
AVzAZUoumhia5XS5O3t0	I ' m at Vila Maria Alta in São Paulo , SP https://t.co/HUNhR7kKq2 https://t.co/QOz4i13gYe 	 Nao
